兄弟姐妹	2013年2月，河南新飞科技有限公司、河南新飞数码科技有限公司法人<e1>李天桢</e1>因涉嫌国有公司人员滥用职权被刑拘，而与其没有业务往来的姐姐<e2>李金桢</e2>的数千万元资产也因此被冻结。
同人	<e1>徐其海</e1>，曾用名<e2>徐绍林</e2>。安徽省金寨县沙河乡人，1955年被授予少将军衔。曾获二级八─勋章、二级独立自由勋章、二级解放勋章。1984年去世。
unknown	8月15日，昆剧演员<e1>朱璎媛</e1>在微博晒出一组照片，是<e2>梁朝伟</e2>带着老婆刘嘉玲与一些朋友来苏州看戏了，刘嘉玲坐在台下认真欣赏，还与台上的演员合影留念。
父母	最开始引起大家注意的，是李亚鹏和<e1>王菲</e1>的女儿<e2>李嫣</e2>的症状。
unknown	晚上请<e2>陈卫红</e2>和唐柳春、阿全过来，加上物流的人共搞了16桌，<e1>黄桂廷</e1>还叫给他开了五台，他搞搬新居，两边走，喝了不少。
夫妻	文章说，<e1>宋楚瑜</e1>出生于1942年，是中国湖南湘潭人，父亲宋达，妻子<e2>陈万水</e2>。
父母	1961年到1969年，<e1>加西亚·马尔克斯</e1>的妻子梅尔塞德斯、两个儿子罗德里戈和<e2>贡泽洛</e2>主要居住在墨西哥，在那里他担任记者、公关代理人，从事电影脚本写作，并继续创作小说。
父母	<e1>张韵士</e1>是个软弱老实的传统妇女，她不要求名分，一心跟着爸爸，还为他生了两个儿子——刘虎、<e2>刘豹</e2>，唯一的爱好就是在家打打麻将。
unknown	其中不少人的父母是民乐手，<e1>崔健</e1>的父亲崔雄济是一名小号演奏家，窦唯的父亲窦绍儒是一名管乐手，刘元的父亲<e2>刘凤桐</e2>是著名的唢呐演奏家。
unknown	1948年9月6日，芳华剧团迁往新光大戏院演出，徐天红与<e1>傅全香</e1>搭档，老生为<e2>尹桂芳</e2>。
合作	<e2>张震</e2>桂纶镁《停车》将揭幕金马影展(组图)新浪娱乐讯2008年金马影展开闭幕片名单昨日出炉，<e1>钟孟宏</e1>执导、张震及桂纶镁、戴立忍主演电影《停车》，挟入选今年戛纳影展“一种关注”单元的气势，荣膺开幕片；
上下级	<e1>蒋介石</e1>作出可怜的姿态，于1949年1月21日，正式辞去总统一职，由副总统<e2>李宗仁</e2>代理总统职务。
上下级	民国6年（1917年）1月19日继任总统<e1>黎元洪</e1>为安抚这位同乡，封<e2>汤芗铭</e2>为“信威将军”。
同人	<e1>大濑户美穗</e1>，又名<e2>香里美穗</e2>。旅华日籍女演员，常住中国，曾参演《天下第二》、《锄奸》、日本电视剧《未来日记》等影视作品。
师生	<e1>梁耀安</e1>，国家一级演员。出身粤剧世家，自小随父学艺。早年受教于白云生、<e2>邓丹平</e2>粤剧前辈。
师生	<e2>史不凡</e2>，1983年5月29日出生于河南平顶山，相声演员，相声名家<e1>李金斗</e1>的徒弟。
祖孙	<e1>郭守敬</e1>幼承祖父<e2>郭荣</e2>家学，精通五经，熟知天文、算学，擅长水利技术。
父母	2016年，<e1>李中清</e1>（右）与其父<e2>李政道</e2>合影于李政道90岁生日当天。
夫妻	<e1>刘萼华</e1>女士与<e2>王尧清</e2>先生(油田总工程师)伉俪现居广东省湛江市。
祖孙	而随后李士桢又将女儿嫁予<e1>曹寅</e1>（时任江宁织造，<e2>曹雪芹</e2>祖父），由于他们二人身居织造要职，又同时监管盐务，再加上两家的亲戚关系，致使李、曹两家之间变的一损俱损，一荣俱荣。
unknown	校党委书记<e2>张大良</e2>向<e1>钱绍武</e1>先生颁发了收藏证书。
夫妻	左太北出生于1940年5月34日，她的父亲是八路军高级将领、曾任八路军参谋长等职的左权将军，她的母亲是<e1>彭德怀</e1>夫人<e2>浦安修</e2>在北师大女附中的同学刘志兰。
祖孙	<e1>杜甫</e1>的祖父，名叫<e2>杜审言</e2>，在唐高宗时期，中过进士。
unknown	<e1>史密斯</e1>身高2米03，体重104公斤。与<e2>威尔肯斯</e2>一样，史密斯拥有强大的蓝下优势，他的灌蓝几乎百发百中。他还能在关键时刻打乱敌人的阵形，突破对手的防线扣蓝得分。在2005分年1月的比赛中，鹰队近1半的扣蓝是由史密斯完成的。”
父母	遗孀<e2>尹马氏</e2>，在艰难的生活中，鼎力抚养年仅七岁的独生子<e1>文超</e1>。
上下级	曹雪芹的祖父<e1>曹寅</e1>是<e2>康熙</e2>的亲信，祖孙三代担任江宁织造达60年之久，曹府盛况一如《红楼梦》中的贾府。
unknown	提起<e1>孙玉亭</e1>，<e2>田福堂</e2>马上又想到了玉亭的侄子孙少安。
父母	<e1>孔丹</e1>出身于一个“红色家庭”，父亲孔原为原中共中央调查部部长，母亲<e2>许明</e2>为原国务院副秘书长。
unknown	<e1>达尔巴</e1>见他脸上忽现书卷之气，哪里知他是在模仿唐代诗人白乐天之妾<e2>小蛮</e2>的舞姿，不禁一呆，金杵当头直击。
父母	<e1>杨德豫</e1>：1928年生，湖南长沙人，国学大师<e2>杨树达</e2>之子。
同学	王崇武（1911~1957），著名明史研究专家。1932年至1936年在北京大学史学系学习，与邓广铭、王毓铨、<e1>杜呈祥</e1>、张政烺、<e2>傅乐焕</e2>等为同学。
同学	这是一个“活宝”一样的角色，戏份不多却非常吸睛，而他的扮演者是<e1>雷佳音</e1>、<e2>孙艺洲</e2>、李念在上海戏剧学院的同班同学，在话剧舞台上已经磨练了十余年的的表演功底。
父母	林心如和<e1>霍建华</e1>的女儿，名字叫：<e2>小海豚</e2>，名字可爱，本人更可爱，现在明星对孩子的保护很好，严防死守怕被拍到正面照，但是林心如在接受采访的时候自曝小海豚眼睛很大，睫毛很长，长得很好看，霍建华见她第一面都哭了，对女儿爱不释手的，可见小海豚颜值有多高了。
同人	<e1>李叔同</e1>（1880—1943），又名李息霜、<e2>李岸</e2>、李良，谱名文涛，幼名成蹊，学名广侯，字息霜，别号漱筒。
上下级	但是4月3日，<e1>豪塞尔</e1>因为和<e2>希特勒</e2>发生了激烈争吵而被解除职务。
unknown	中国投资学会<e1>刘慧勇</e1>副会长、<e2>孙洪先</e2>秘书长等专家近日呼吁进行“二次房改”。
unknown	<e1>张苞</e1>被杀后，张飞与<e2>关羽</e2>之子关兴结拜为兄弟，一起随刘备伐吴，手持蛇矛，作战勇猛。
夫妻	半年后，<e1>黄宗英</e1>重返上海，后来又应聘到南北剧社，担纲主演，往来于津沪之间，成了红极一时的甜姐儿，当时南北剧社的社长<e2>程述尧</e2>，对黄宗英十分关爱，1946年，黄宗英嫁给了程述尧。
情侣	当地时间29日，英国新任首相<e1>鲍里斯·约翰逊</e1>与其女友<e2>卡丽·西蒙兹</e2>一同入住唐宁街10号。
父母	<e1>周海婴</e1>：<e2>鲁迅</e2>与许广平之子（1929—2011），无线电专家。
父母	<e1>米特·罗姆尼</e1>之父乔治·罗姆尼曾经担任过密歇根州长，并参加过1968年美国总统竞选，在共和党提名战败于尼克松；其母<e2>兰诺·罗姆尼</e2>竞选过1970年美国参议员。
夫妻	在香港，“阿姐”<e1>汪明荃</e1>是演艺圈的大姐大，<e2>罗家英</e2>是粤剧的著名文武小生，两人相伴20年，最为人津津乐道的当属“每年求一次婚”。
夫妻	甄子丹的母亲<e1>麦宝婵</e1>是著名武术和太极宗师，父亲<e2>甄云龙</e2>是星岛日报的波士顿编辑。
unknown	陈凯歌的第一任妻子是<e1>孙加林</e1>。77届大学生。留学加拿大。曾杜邦高级研究员，2002杜邦年度科学家。现居上海任美国公司亚太总监。陈凯歌第二任妻子是洪晃，现任妻子为著名演员<e2>陈红</e2>。
同人	<e1>潘玉良</e1>：从妓妾到一代画魂(图)潘玉良(1895~1977)，又名<e2>张玉良</e2>，字世秀，江苏扬州人。
祖孙	<e1>项羽</e1>的祖父<e2>项燕</e2>是楚国名将，在秦灭楚的战争中阵亡，其祖先项氏多人也是楚国将领
unknown	“天天玩手机，再不好好管，他（<e1>张凡</e1>）就要废掉了。”<e2>张晋</e2>对弟弟张建说。
合作	商务日语基本信息:作者：（日）米田隆介等著，<e1>李延坤</e1>，<e2>吴丹</e2>译
兄弟姐妹	<e1>唐贝欣</e1>在伦敦大学毕业姐姐<e2>唐贝诗</e2>当然捧场。
父母	前阵子，<e1>山口百惠</e1>的儿子<e2>佑太郎</e2>曾经在节目中自曝，母亲如今已经不太记得早年做明星时的种种，甚至连昔日的签名都忘了怎么写。
夫妻	早年随着父亲<e1>哈洛德</e1>（Harold，1908年－1988年）和母亲<e2>安妮丝</e2>（Agnes Tatum，夫姓卡彭特，1915年－1996年）搬到加州洛杉矶近郊地区。
上下级	<e1>武三通</e1>当年在大理国功极帝<e2>段智兴</e2>手下当御林军总管，后来段智兴出家，法名一灯，但武三通与两个孩子说起往事之时，仍是“咱们皇爷怎样怎样”，是以武修文也叫他“咱们皇爷”。
夫妻	1994年1月20日，<e1>佘祥林</e1>的妻子<e2>张在玉</e2>失踪后，张的亲属怀疑其被佘杀害。
师生	他建议<e2>康桂芹</e2>带着<e1>刘浩</e1>去北京拜师求学。
夫妻	<e1>思力</e1>娶唐高祖李渊之女<e2>九江公主</e2>为妻，并赐铁劵，官驸马都尉，封安国公。
父母	艾德公爵娶奔流城徒利家族的长女<e1>凯特琳·徒利</e1>为妻，二人共育三子二女，分别为长子罗柏、长女<e2>珊莎</e2>、次女艾莉亚、次子布兰和幼子瑞肯。
兄弟姐妹	<e1>韩林</e1>：公孙家族的人，<e2>韩枫</e2>的哥哥。
夫妻	<e1>郝丽</e1>人与<e2>李昂</e2>的恋情因为他们年龄的差距遭到双方家长的反对，可郝丽人义无反顾要和李昂在一起。
unknown	1986年初，在<e1>毛泽东</e1>原卫士长李银桥夫妇的热心帮助下，李讷和<e2>王景清</e2>结婚。
父母	<e1>默克尔</e1>的父亲名叫<e2>霍斯特·卡斯纳</e2>，出生于1926年8月6日，职业是一位牧师。
父母	万历四十年（1612年），<e1>莽古尔泰</e1>少年时期就跟随其父<e2>努尔哈赤</e2>征伐海西女真的乌拉部，莽古尔泰英勇善战，连克乌拉六城。
夫妻	<e1>李玉琴</e1>，（1928-2001）<e2>爱新觉罗·溥仪</e2>的第四位妻子。
unknown	据了解，谢维洲毕业于高雄应用科技大学应用外语系，服兵役后赴美留学，回到台湾后担任“立委”<e1>管碧玲</e1>、<e2>姚文智</e2>助理，及当时任台北市议员庄瑞雄的服务处主任。
情侣	李飞和宋杨在<e1>林胜文</e1>情妇<e2>周琳</e2>家中调查时得知林胜文被取保候审。
父母	<e1>张立强</e1>的父亲<e2>张加旺</e2>是榆林市靖边县东坑镇金鸡沙村的移民户。
合作	1948年末，就在国民党政权风雨飘摇的时候，<e1>黄宗英</e1>与<e2>赵丹</e2>一起出演了《乌鸦与麻雀》这部电影，《乌鸦与麻雀》被认为是40年代后期，喜剧电影创作中成就最突出的作品，也是让黄宗英引以为荣的代表作。
师生	<e2>冯鑫</e2>被称为<e1>贾跃亭</e1>的学徒。
父母	成龙和<e1>张国立</e1>，一个是响誉国际的功夫影星兼导演，一个是内地爆款剧的制造者，可他俩都有一个不成器的儿子，成龙的儿子房祖名吸毒被抓后身败名裂，张国立儿子<e2>张默</e2>更加离谱，读中戏时暴打女友童瑶遭开除，入行后两度吸毒被抓，成了娱乐圈的反面教材，张国立夫妇的脸让他丢尽。
父母	<e1>甄子丹</e1>与第一任妻子梁静慈所生的儿子<e2>甄文焯</e2>如今已经24岁了，在甄子丹罕见公开的合照中虽然戴着墨镜但是还是看得出来甄文焯和父亲长得颇为相似。
兄弟姐妹	英国大学、科研和创新大臣<e1>乔·<e2>约翰逊</e2></e1>，也即英国首相约翰逊的弟弟，今天递交辞呈。
父母	<e1>小沈阳</e1>女儿<e2>沈佳润</e2>当初露相时，其脸的相似度也震惊了所有人，但众所周知小沈阳并不是什么神仙颜值，当时外界一度嘲笑沈佳润皮肤黝黑长相土气，但几年过后沈佳润成功逆袭高级脸。
祖孙	《国旗系列红歌》共四首，歌词由张广银及其岳父<e1>王庆雨</e1>、女儿<e2>张越</e2>共同完成，他们祖孙三代均为徐州市教育工作者。
父母	威尔士亨利王子殿下，全名为<e1>亨利·查尔斯·阿尔伯特·大卫·蒙巴顿-温莎</e1>，被大众昵称为哈里王子，是英国王室的成员之一，当今英国王储威尔士亲王查尔斯和威尔士王妃<e2>戴安娜</e2>的次子。
父母	1972年1月，在冰天雪地的东北，<e1>王淑华</e1>给周永康生下<e2>周滨</e2>，那时，周永康大学毕业后在辽河石油会战指挥部工作，来自江南水乡的他在东北工作第7年。
情侣	<e1>廖剑玲</e1>2001来北京后在人民大会堂工作，一次偶然的机会认识了来这里参加活动的<e2>田亮</e2>，经过一段时间的接触和交往成为了恋人，为了支持田亮的事业，廖剑玲放弃了在模特圈里的工作，专心在家操持家务，当上了田亮的“主妇恋人”，五年中廖剑玲放弃了许多发展的机会，甘心为田亮默默奉献，每当参加一些公开活动或者聚会，田亮对不熟悉的朋友和同事都称廖剑玲是他的私人助理，对此廖剑玲也毫无怨言，后来田亮与郭晶晶传出了绯闻，廖剑玲对男友也给予了充分的信任和理解。
上下级	据了解，<e1>谢维洲</e1>毕业于高雄应用科技大学应用外语系，服兵役后赴美留学，回到台湾后担任“立委”<e2>管碧玲</e2>、姚文智助理，及当时任台北市议员庄瑞雄的服务处主任。
上下级	明万历四年（1576年）罗旁战役中，他在这里抗击两广总督<e1>凌云翼</e1>所派遣的高州参将<e2>陈璘</e2>的征讨，英勇牺牲。
父母	1941年，<e1>黄合林</e1>老人去世前，将装有红旗的小木箱交给儿子<e2>黄荣清</e2>和孙子黄光文。
情侣	照片里的男人叫<e1>王振康</e1>，是<e2>徐婉婵</e2>的初恋，一张国字脸，剑眉星目，还是二十几岁的样子。
同学	青春儿女剧情:<e1>李青萍</e1>与<e2>孙锦</e2>霓是同室密友，均属学校锋头人物。
好友	老队友<e1>奥尼尔</e1>不愿忘记的<e2>科比</e2>，是年轻气盛的“冤家”：“你们都知道，我跟科比的关系很复杂，没有哪个队友能如此激发我……事实上，我跟科比一直都尊重彼此，爱着彼此。”
好友	1925年，<e1>葛兰姆</e1>毕业，孤身前往纽约州罗彻斯特的伊士曼音乐学院（Eastman School of Music ）担任舞蹈老师，她在萧恩舞团认识的好友<e2>路易斯·霍斯特</e2>（Louis Horst）一直支持她，此人后来也成为了她的伴侣和音乐老师。
情侣	在<e1>阮冠世</e1>回国后，<e2>吴大猷</e2>执意向病床上的冠世求婚，同时告诉母亲，说患肺病的女友可能不生育……母亲惊呆了。
情侣	2004年春季：<e1>哈里</e1>邂逅<e2>切尔西</e2>，两人远距离恋爱。
兄弟姐妹	<e1>王铮</e1>是哥哥，<e2>王鹏</e2>是弟弟，一个前往深圳，一个去往上海，两条线路虽未交汇，却方向一致。
兄弟姐妹	父亲是波兰移民至美国的分析化学家，母亲是乌克兰人，他们生有三个孩子：<e1>爱德华</e1>、米切尔和 <e2>Glenda</e2>。爱德华有著神童的一切特质，米切尔却非。
情侣	说起两人交情，十年前<e1>陈百潭</e1>因制作《追情》，近水楼台，猛追<e2>龙千玉</e2>，两人交往一阵子，只因龙千玉那时有经济压力而无心恋爱告吹。
合作	策划：<e1>皮建鑫</e1>、<e2>姚奇伟</e2>
兄弟姐妹	又因<e1>李兆基</e1>跟澳门的兄长<e2>李兆麟</e2>保持密切联络，无意中物色了出入口贸易的一个好助手萧经岳。
同人	<e1>秋瑾</e1>原名<e2>秋闺瑾</e2>，字卿，小名玉姑，后又自称“鉴湖女侠”。
好友	等到<e2>杜牧</e2>的好朋友<e1>周墀</e1>出任宰相，杜牧便接连写了三封信，请求出任湖州刺史。
unknown	其中不少人的父母是民乐手，崔健的父亲<e1>崔雄济</e1>是一名小号演奏家，窦唯的父亲窦绍儒是一名管乐手，<e2>刘元</e2>的父亲刘凤桐是著名的唢呐演奏家。
父母	<e1>霍英东</e1>的父亲<e2>霍耀容</e2>原先身患淋巴癌，久治不愈，颈部溃烂。
同学	当时，西江前线将领如邓演达、李济深、黄绍、<e1>白崇禧</e1>、李宗仁等，皆<e2>李仙根</e2>的同学
同学	罗惠兰、<e1>石琼</e1>、廖小娇、<e2>龙小丽</e2>都是大学同班同学，但却不是一路的人
夫妻	杨过见了双雕红马，早料到马上少女是<e1>郭靖</e1>、<e2>黄蓉</e2>的女儿郭芙。
unknown	8月16日，周安员姐夫<e1>王先生</e1>告诉封面新闻，事发过后，学生<e2>周某</e2>及家长至今从未露面，哪怕很多媒体报道了此事，也未见到学生家长站出来回应任何说法。
父母	公诉机关指控，申军良13个月大的儿子<e1>申聪</e1>被抢那天，几人合伙将妻子<e2>于晓莉</e2>捆绑后强行抱走了申聪，交给了人贩子张维平。
同门	首先，他们是师出同门的一对师兄弟，<e1>苏秦</e1>和<e2>张仪</e2>的老师就是春秋战国时期，甚至是中国历史上最为神秘，也最为可怕的一个人物——鬼谷子。
父母	<e1>李在德</e1>，著名抗日女烈士<e2>金成刚</e2>之女，1917年12月29日（农历）出生于朝鲜平安南道的一个贫苦农民家庭。
夫妻	他们夫妻两个开了一个豆腐坊，<e2>李永起</e2>做豆腐，<e1>白玉霜</e1>卖，倒真的做起“豆腐西施”来了。
情侣	黄药师独生女<e1>黄蓉</e1>离岛出走，在张家口结识<e2>郭靖</e2>并结成情侣，一起闯荡江湖，
unknown	晚杨朔的弟弟<e1>杨玉玮</e1>、杨朔女儿杨渡来访，<e2>严文井</e2>在座。
unknown	其中不少人的父母是民乐手，<e1>崔健</e1>的父亲崔雄济是一名小号演奏家，窦唯的父亲<e2>窦绍儒</e2>是一名管乐手，刘元的父亲刘凤桐是著名的唢呐演奏家。
祖孙	<e1>俞樾</e1>的重孙<e2>俞平伯</e2>因善读《石头记》成为红学大师，但物转星移，此石已非彼石。
好友	像<e1>李连杰</e1>的身份，身边的朋友就是些<e2>马云</e2>、向华强、陈岚这样身份的成功人士。
同学	百年前，同在1922年加入中国共产党的<e1>张昆弟</e1>和<e2>李维汉</e2>，就因深厚的同窗情，谱写了值得后人铭记的人生传奇。
unknown	尤其在<e1>史可法</e1>扬州抗清时，<e2>苏京</e2>临阵脱逃，这虽有南明政权腐败之因，可苏京置国难于不顾是无法解释的。
父母	<e1>戴志康</e1>和女儿<e2>戴陌草</e2>将所持42%股权折价出售给了东方资产管理公司，彻底退出了上海证大，也基本退出了地产业务。
父母	在立储君的事情上，<e1>拓跋嗣</e1>也郑重的咨询过崔浩的看法，并在崔浩的极力主张下立长子<e2>拓跋焘</e2>为太子。
unknown	忙于内战的<e1>蒋介石</e1>政府无心组团参加，而日本帝国主义，却想利诱东北大学学生<e2>刘长春</e2>代表“满洲国”前去参赛，刘长春不肯屈从。
好友	<e1>李忠</e1>和其他人都保留了当年的习惯，称呼<e2>丁石孙</e2>“老丁”。
兄弟姐妹	12月，<e1>佳子</e1>和弟弟<e2>久仁</e2>参加了在东京举行的全国初中生演讲比赛。
unknown	1922年8月，粤军头目<e1>陈炯明</e1>叛变，<e2>孙中山</e2>被迫离开广东，避难上海。
祖孙	<e1>袁汤</e1>（公元67年—153年），字仲河，河南汝阳（今河南商水西南人），名臣<e2>袁安</e2>之孙，其家族为东汉时期的汝南袁氏。
父母	<e1>林则徐</e1>，字元抚，又字少穆、石麟，晚号竢村老人。福建侯官鼓东街(今属福州市鼓楼区)人。生于清乾隆五十年(1785年)七月二十六日。父<e2>林宾日</e2>，字孟养，号旸谷，教书为业；母陈帙，做针线、剪纸花，以助家用。
父母	<e1>佘连城</e1>（1850年—1925年）。“甘密王”<e2>佘有进</e2>次子，新加坡华侨，著名的菠萝种植和经营者，社会慈善与公益事业家，也是海峡殖民地华人中永久立法议员的第一人。
好友	1904年，<e1>卡夫卡</e1>开始发表小说，早期的作品颇受表现主义的影响。1912年的一个晚上，通宵写出短篇《判决》，从此建立自己独特的风格。生前共出版七本小说的单行本和集子，死后好友<e2>布劳德</e2>（Max Brod）违背他的遗言，替他整理遗稿，出版三部长篇小说（均未定稿），以及书信、日记，并替他立传。
师生	<e1>郭靖</e1>又几次去接大师父<e2>柯镇恶</e2>，请他到桃花岛来颐养天年。
unknown	爆料还指出，<e1>张雨绮</e1>前夫袁巴元支付给她的千万赡养费，也被<e2>张钱豪</e2>骗走了。
unknown	而随后<e1>李士桢</e1>又将女儿嫁予曹寅（时任江宁织造，<e2>曹雪芹</e2>祖父），由于他们二人身居织造要职，又同时监管盐务，再加上两家的亲戚关系，致使李、曹两家之间变的一损俱损，一荣俱荣。
父母	孙子：<e2>张彦远</e2>，<e1>张文规</e1>之子，著名画家、绘画理论家。
父母	1539年，<e1>亨利八世</e1>和他的第三个王后简·西摩生了一个男孩：爱德华（后来的<e2>爱德华六世</e2>）。
祖孙	<e1>曹雪芹</e1>的祖父<e2>曹寅</e2>是康熙的亲信，祖孙三代担任江宁织造达60年之久，曹府盛况一如《红楼梦》中的贾府。
同门	此次来厦办展的5位画家分别是沈舜茂、<e1>吴建富</e1>、<e2>许惠玲</e2>、蒋亚鹏、刘卫民，5人还是同门师兄弟，目前均是福建省美术家协会会员。
unknown	是年，在杨毓麟、<e1>章士钊</e1>等好友的极力推荐下，清政府派往欧洲的留学生总督<e2>蒯光典</e2>，调杨昌济去英国继续深造。
父母	1920年，里宾特洛甫与德国香槟酒制造大王<e2>亨克尔</e2>之女<e1>安娜利斯·亨克尔</e1>结婚，开始步入上流社会。
父母	1540年，亨利八世和他的第三个王后<e1>简·西摩</e1>生了一个男孩：<e2>爱德华</e2>（后来的爱德华六世）。
合作	<e2>汪涛</e2>，<e1>戴斌</e1>(2014).城市微博：如何营造政府与群众的和谐沟通环境?
兄弟姐妹	<e1>俄拉日</e1>和7岁的妹妹俄石机、10岁的弟弟<e2>俄吉几</e2>一起生活在父母留下的一间土坯房里。
unknown	女儿<e1>沈氏</e1>嫁给了郭暧和<e2>升平公主</e2>之子郭钊。
合作	粤剧著名小生<e1>薛觉先</e1>由穗至沪，与<e2>张文达</e2>合资组建“非非电影公司”。
好友	毛泽东经常于假日和<e1>蔡和森</e1>、陈昌、<e2>张昆弟</e2>、罗学瓒等五六位好友，到“板仓杨寓”学习讨论各种问题，或谈治学、做人之道，或纵论天下大事，探求救国教民的真理，常常一攀谈就是几个小时。
同门	1922年曾熙在上海虹口寓所创办“衡阳书画学社”(“曾李同门会”前身)，该社以交流诗文书画为宗旨，入社弟子有张善孖、张大千、<e1>马企周</e1>、<e2>朱大可</e2>等数十人。
父母	<e2>罗伟</e2>的牺牲，父亲的去世，使<e1>罗冠国</e1>在精神上受到莫大的创伤，他化悲痛为力量，全力以赴地投入革命工作。
好友	钟会来到<e1>稽康</e1>家，稽康正在门前的大柳树下舞着大锤打铁。他的好友，哲学家<e2>向秀</e2>在一边帮他拉风箱。
unknown	孙中山先生将其与明朝开国皇帝<e1>朱元璋</e1>并列，称他的成就不落其下，世人对<e2>洪秀全</e2>的种种看法，大多是以成功来论豪杰罢了。
unknown	又过了一盏茶功夫，七弟子陶钧、八弟子<e1>英白罗</e1>、岳不群之女<e2>岳灵珊</e2>、以及方入门的林平之一同到来。
兄弟姐妹	就连黔军二十八师师长<e1>王天锡</e1>也惊慌失措，用侗语打电话急告兄长<e2>王天培</e2>：“哥，不好了，袁总在常德被人刺杀了！
同门	<e1>魏征</e1>与<e2>刘文静</e2>为同门师兄弟，却各事其主。
unknown	<e1>李飞</e1>和马雯找到<e2>伍仔</e2>，问出林水伯儿子仔仔的死亡真相。
unknown	一个花边轶事是：杨绛在遇到<e1>钱钟书</e1>之前有一个追求者叫<e2>费孝通</e2>，他们在中学和大学时同班。
情侣	可以说，<e1>柳德米拉</e1>和<e2>普京</e2>的爱情进行得是比较顺利的，但两人一直是在秘密进行的。大概有一年的时间,柳德米拉的父母都不知道女儿有这么一个男朋友。
unknown	及后青城派掌门人<e1>余沧海</e1>为图夺取剑谱，不惜将林震南一家灭门，但林震南之子林平之被华山派掌门岳不群救回成了唯一幸存者并收为旗下弟子，此外林震南死前请<e2>令狐冲</e2>转告遗言，使林平之得以寻回剑谱，但剑谱却辗转落入岳不群手中。
父母	<e1>卡尔米-雷伊</e1>在1945年出生于瑞士瓦莱州的Chermignon，她的母亲是<e2>阿德琳</e2>（Adeline）；父亲则是查尔斯（Charles）。
兄弟姐妹	<e1>黄昆</e1>是家中最小的孩子，他的大姐名黄宣，大哥黄燕，二哥<e2>黄宛</e2>（中国著名心脏内科专家），姐弟四人年龄依
合作	〔6〕<e2>周红梅</e2>,<e1>方芳</e1>.航运集装箱空箱调运优化模型的研究.武汉理工大学学报(交通科学与工程版)
夫妻	4年前，<e1>琼斯</e1>与现年50岁的<e2>吉尔</e2>结婚。
师生	5：你现在后悔还来得及蓝色迷情演员简介:<e2>韩雨芹</e2>，女，<e1>张国立</e1>的女徒弟。
合作	<e1>黄霑</e1>与<e2>顾嘉辉</e2>40年的合作，改变了英文歌曲占据香港乐坛的局面
夫妻	在朝鲜群众浪潮般的欢呼声中，<e1>习近平</e1>和夫人<e2>彭丽媛</e2>步出舱门，金正恩和夫人李雪主在舷梯旁热情迎接。
祖孙	皮肤秘典作者简介:<e2>柯树泉</e2>，出生于广东潮州儒医世家，系太安堂创始人<e1>柯玉井</e1>公第十三代孙，太安堂第十三代传人，工商管理博士。
unknown	有一年暑假<e1>陈遵妫</e1>先生从日本回国探亲，在火车上偶然遇到父亲的挚友<e2>高鲁</e2>先生。
unknown	杨澜、倪萍、<e1>董浩</e1>、朱军、<e2>朱时茂</e2>、陈佩斯、马未都等赵忠祥的生前好友及同僚纷纷前往悼念，也有市民自发前往送别。
父母	<e1>罗玉良</e1>口中的“亲戚”正是其儿子<e2>罗雅心</e2>。
夫妻	而作为妻子，<e1>瓦妮莎</e1>不愿忘记的<e2>科比</e2>，是她的灵魂伴侣，是她孩子的父亲：“他是NBA名宿，拿过奥斯卡，绰号黑曼巴。但对我来说，他是我的koko，我的bobo，我没办法把他看作名人和运动员，他是我的丈夫，我孩子的父亲，我的一切。”
unknown	少年胡耀邦和<e1>杨勇</e1>爬在学校的围墙上听<e2>毛泽东</e2>的演讲，第一次见到毛泽东。
unknown	从为家乡筹建新校到最终建成“<e2>梁洁华</e2>希望学校”，刘月生、<e1>王世昌</e1>夫妇整整奋斗了18年时光。
好友	朋友<e1>潘赫</e1>也是工人子弟，跟<e2>班宇</e2>年纪相仿。
情侣	<e1>帕克</e1>曾在1984年至1991年间和演员<e2>小劳勃·道尼</e2>交往，两人当时是在拍摄电影《Firstborn》时认识，因为道尼有吸食毒品的问题，使得他们的感情生变，帕克在谈到当时的感情时，表示说这段感情是她在维持的。
夫妻	<e1>林凯永</e1>的妻子<e2>黄利平</e2>说，自己一直到他被抓，才知道林凯永的真名。
合作	今年金马影展将于11月6日登场，开幕片《停车》集合<e1>张震</e1>、桂纶镁、高捷、<e2>戴立忍</e2>、庹宗华、杜汶泽(blog)等人齐聚飙演技，钟孟宏执导运镜大胆花俏、节奏明快。
合作	在阴雨连绵的格拉斯哥，<e1>赵婷婷</e1>和<e2>杨维</e2>作为一号女双发挥十分出色，以不丢一局的成绩帮助中国队蝉联苏杯
师生	当年<e1>黄药师</e1>后悔一时意气用事，迁怒无辜，累得弟子<e2>曲灵风</e2>命丧敌手，因此收养曲灵风这个女儿傻姑，发愿要把一身本事倾囊以授。
unknown	刘翅系著名现代书画大家吴一峰的入室弟子，曾得到<e1>苏保桢</e1>教授的悉心指点，并浸淫<e2>傅抱石</e2>、李可染多年。
unknown	<e1>沈进</e1>凑到<e2>朱笛</e2>耳边，低声道，“因为他知道我的操盘计划。”
夫妻	自从去年<e1>何彩林</e1>去世后，何建民的母亲<e2>朱阿长</e2>便常常拿出老伴以前从军时的老相片。
父母	1962年，<e1>梅兰芳</e1>先生病逝，葆玥、<e2>葆玖</e2>姐弟俩继承父亲的遗志，挑起了梅剧团的重担
父母	刘志成、<e1>王绍侠</e1>结婚后，1973年生下<e2>刘强东</e2>。
